orderID,productID,productName,customerID,employeeID,orderDate,requiredDate,shippedDate,shipVia,freight,shipName,shipAddress,shipCity,shipRegion,shipPostalCode,shipCountry,unitPrice,quantity,discount
10391,13,Konbu,DRACD,3,00:00.0,00:00.0,00:00.0,3,5.45,Drachenblut Delikatessen,Walserweg 21,Aachen,NULL,52066,Germany,4.8,18,0
10392,69,Gudbrandsdalsost,PICCO,2,00:00.0,00:00.0,00:00.0,3,122.46,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria,28.8,50,0
10393,2,Chang,SAVEA,1,00:00.0,00:00.0,00:00.0,3,126.56,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,15.2,25,0.25
10394,13,Konbu,HUNGC,1,00:00.0,00:00.0,00:00.0,3,30.34,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,4.8,10,0
10395,46,Spegesild,HILAA,6,00:00.0,00:00.0,00:00.0,1,184.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,9.6,28,0.1
10396,23,Tunnbr̦d,FRANK,1,00:00.0,00:00.0,00:00.0,3,135.35,Frankenversand,Berliner Platz 43,M�_nchen,NULL,80805,Germany,7.2,40,0
10397,21,Sir Rodney's Scones,PRINI,5,00:00.0,00:00.0,00:00.0,1,60.26,Princesa Isabel Vinhos,Estrada da sa̼de n. 58,Lisboa,NULL,1756,Portugal,8,10,0.15
10398,35,Steeleye Stout,SAVEA,2,00:00.0,00:00.0,00:00.0,3,89.16,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,14.4,30,0
10399,68,Scottish Longbreads,VAFFE,8,00:00.0,00:00.0,00:00.0,3,27.36,Vaffeljernet,Smagsloget 45,��rhus,NULL,8200,Denmark,10,60,0
10400,29,Th�_ringer Rostbratwurst,EASTC,1,00:00.0,00:00.0,00:00.0,3,83.93,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK,99,21,0
10401,30,Nord-Ost Matjeshering,RATTC,1,00:00.0,00:00.0,00:00.0,1,12.51,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,20.7,18,0
10402,23,Tunnbr̦d,ERNSH,8,00:00.0,00:00.0,00:00.0,2,67.88,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,7.2,60,0
10403,16,Pavlova,ERNSH,4,00:00.0,00:00.0,00:00.0,3,73.79,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,13.9,21,0.15
10404,26,Gumb�_r Gummib�_rchen,MAGAA,2,00:00.0,00:00.0,00:00.0,1,155.97,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,24.9,30,0.05
10405,3,Aniseed Syrup,LINOD,1,00:00.0,00:00.0,00:00.0,1,34.82,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,8,50,0
10406,1,Chai,QUEEN,7,00:00.0,00:00.0,00:00.0,1,108.04,Queen Cozinha,Alameda dos Can��rios 891,Sao Paulo,SP,05487-020,Brazil,14.4,10,0
10407,11,Queso Cabrales,OTTIK,2,00:00.0,00:00.0,00:00.0,2,91.48,Ottilies K�_seladen,Mehrheimerstr. 369,K̦ln,NULL,50739,Germany,16.8,30,0
10408,37,Gravad lax,FOLIG,8,00:00.0,00:00.0,00:00.0,1,11.26,Folies gourmandes,184 chauss̩e de Tournai,Lille,NULL,59000,France,20.8,10,0
10409,14,Tofu,OCEAN,3,00:00.0,00:00.0,00:00.0,1,29.83,Oc̩ano Atl��ntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina,18.6,12,0
10410,33,Geitost,BOTTM,3,00:00.0,00:00.0,00:00.0,3,2.4,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,2,49,0
10411,41,Jack's New England Clam Chowder,BOTTM,9,00:00.0,00:00.0,00:00.0,3,23.65,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,7.7,25,0.2
10412,14,Tofu,WARTH,8,00:00.0,00:00.0,00:00.0,2,3.77,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,18.6,20,0.1
10413,1,Chai,LAMAI,3,00:00.0,00:00.0,00:00.0,2,95.66,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,14.4,24,0
10414,19,Teatime Chocolate Biscuits,FAMIA,2,00:00.0,00:00.0,00:00.0,3,21.48,Familia Arquibaldo,Rua Or�_s 92,Sao Paulo,SP,05442-030,Brazil,7.3,18,0.05
10415,17,Alice Mutton,HUNGC,3,00:00.0,00:00.0,00:00.0,1,0.2,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,31.2,2,0
10416,19,Teatime Chocolate Biscuits,WARTH,8,00:00.0,00:00.0,00:00.0,3,22.72,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,7.3,20,0
10417,38,C̫te de Blaye,SIMOB,4,00:00.0,00:00.0,00:00.0,3,70.29,Simons bistro,Vinb�_ltet 34,Kobenhavn,NULL,1734,Denmark,210.8,50,0
10418,2,Chang,QUICK,4,00:00.0,00:00.0,00:00.0,1,17.55,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,15.2,60,0
10419,60,Camembert Pierrot,RICSU,4,00:00.0,00:00.0,00:00.0,2,137.35,Richter Supermarkt,Starenweg 5,Gen̬ve,NULL,1204,Switzerland,27.2,60,0.05
10420,9,Mishi Kobe Niku,WELLI,3,00:00.0,00:00.0,00:00.0,1,44.12,Wellington Importadora,Rua do Mercado 12,Resende,SP,08737-363,Brazil,77.6,20,0.1
10421,19,Teatime Chocolate Biscuits,QUEDE,8,00:00.0,00:00.0,00:00.0,1,99.23,Que Del�_cia,Rua da Panificadora 12,Rio de Janeiro,RJ,02389-673,Brazil,7.3,4,0.15
10422,26,Gumb�_r Gummib�_rchen,FRANS,2,00:00.0,00:00.0,00:00.0,1,3.02,Franchi S.p.A.,Via Monte Bianco 34,Torino,NULL,10100,Italy,24.9,2,0
10423,31,Gorgonzola Telino,GOURL,6,00:00.0,00:00.0,00:00.0,3,24.5,Gourmet Lanchonetes,Av. Brasil 442,Campinas,SP,04876-786,Brazil,10,14,0
10424,35,Steeleye Stout,MEREP,7,00:00.0,00:00.0,00:00.0,2,370.61,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,14.4,60,0.2
10425,55,P̢t̩ chinois,LAMAI,6,00:00.0,00:00.0,00:00.0,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,19.2,10,0.25
10426,56,Gnocchi di nonna Alice,GALED,4,00:00.0,00:00.0,00:00.0,1,18.69,Galer�_a del gastron�_mo,Rambla de Catalu̱a 23,Barcelona,NULL,8022,Spain,30.4,5,0
10427,14,Tofu,PICCO,4,00:00.0,00:00.0,00:00.0,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria,18.6,35,0
10428,46,Spegesild,REGGC,7,00:00.0,00:00.0,00:00.0,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy,9.6,20,0
10429,50,Valkoinen suklaa,HUNGO,3,00:00.0,00:00.0,00:00.0,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland,13,40,0
10430,17,Alice Mutton,ERNSH,4,00:00.0,00:00.0,00:00.0,1,458.78,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,31.2,45,0.2
10431,17,Alice Mutton,BOTTM,4,00:00.0,00:00.0,00:00.0,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,31.2,50,0.25
10432,26,Gumb�_r Gummib�_rchen,SPLIR,3,00:00.0,00:00.0,00:00.0,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,24.9,10,0
10433,56,Gnocchi di nonna Alice,PRINI,3,00:00.0,00:00.0,00:00.0,3,73.83,Princesa Isabel Vinhos,Estrada da sa̼de n. 58,Lisboa,NULL,1756,Portugal,30.4,28,0
10434,11,Queso Cabrales,FOLKO,3,00:00.0,00:00.0,00:00.0,2,17.92,Folk och f�_ HB,��kergatan 24,Br�_cke,NULL,S-844 67,Sweden,16.8,6,0
10435,2,Chang,CONSH,8,00:00.0,00:00.0,00:00.0,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK,15.2,10,0
10436,46,Spegesild,BLONP,3,00:00.0,00:00.0,00:00.0,2,156.66,Blondel p̬re et fils,24 place Kl̩ber,Strasbourg,NULL,67000,France,9.6,5,0
10437,53,Perth Pasties,WARTH,8,00:00.0,00:00.0,00:00.0,1,19.97,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,26.2,15,0
10438,19,Teatime Chocolate Biscuits,TOMSP,3,00:00.0,00:00.0,00:00.0,2,8.24,Toms Spezialit�_ten,Luisenstr. 48,M�_nster,NULL,44087,Germany,7.3,15,0.2
10439,12,Queso Manchego La Pastora,MEREP,6,00:00.0,00:00.0,00:00.0,3,4.07,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,30.4,15,0
10440,2,Chang,SAVEA,4,00:00.0,00:00.0,00:00.0,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,15.2,45,0.15
10441,27,Schoggi Schokolade,OLDWO,3,00:00.0,00:00.0,00:00.0,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA,35.1,50,0
10442,11,Queso Cabrales,ERNSH,3,00:00.0,00:00.0,00:00.0,2,47.94,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,16.8,30,0
10443,11,Queso Cabrales,REGGC,8,00:00.0,00:00.0,00:00.0,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,NULL,42100,Italy,16.8,6,0.2
10444,17,Alice Mutton,BERGS,3,00:00.0,00:00.0,00:00.0,3,3.5,Berglunds snabbk̦p,Berguvsv�_gen  8,Lule̴,NULL,S-958 22,Sweden,31.2,10,0
10445,39,Chartreuse verte,BERGS,3,00:00.0,00:00.0,00:00.0,1,9.3,Berglunds snabbk̦p,Berguvsv�_gen  8,Lule̴,NULL,S-958 22,Sweden,14.4,6,0
10446,19,Teatime Chocolate Biscuits,TOMSP,6,00:00.0,00:00.0,00:00.0,1,14.68,Toms Spezialit�_ten,Luisenstr. 48,M�_nster,NULL,44087,Germany,7.3,12,0.1
10447,19,Teatime Chocolate Biscuits,RICAR,4,00:00.0,00:00.0,00:00.0,2,68.66,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,7.3,40,0
10448,26,Gumb�_r Gummib�_rchen,RANCH,4,00:00.0,00:00.0,00:00.0,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,NULL,1010,Argentina,24.9,6,0
10449,10,Ikura,BLONP,3,00:00.0,00:00.0,00:00.0,2,53.3,Blondel p̬re et fils,24 place Kl̩ber,Strasbourg,NULL,67000,France,24.8,14,0
10450,10,Ikura,VICTE,8,00:00.0,00:00.0,00:00.0,2,7.23,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France,24.8,20,0.2
10451,55,P̢t̩ chinois,QUICK,4,00:00.0,00:00.0,00:00.0,3,189.09,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,19.2,120,0.1
10452,28,R̦ssle Sauerkraut,SAVEA,8,00:00.0,00:00.0,00:00.0,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,36.4,15,0
10453,48,Chocolade,AROUT,1,00:00.0,00:00.0,00:00.0,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK,10.2,15,0.1
10454,16,Pavlova,LAMAI,4,00:00.0,00:00.0,00:00.0,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,13.9,20,0.2
10455,39,Chartreuse verte,WARTH,8,00:00.0,00:00.0,00:00.0,2,180.45,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,14.4,20,0
10456,21,Sir Rodney's Scones,KOENE,8,00:00.0,00:00.0,00:00.0,2,8.12,K̦niglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,8,40,0.15
10457,59,Raclette Courdavault,KOENE,2,00:00.0,00:00.0,00:00.0,1,11.57,K̦niglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,44,36,0
10458,26,Gumb�_r Gummib�_rchen,SUPRD,7,00:00.0,00:00.0,00:00.0,3,147.06,Supr̻mes d̩lices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium,24.9,30,0
10459,7,Uncle Bob's Organic Dried Pears,VICTE,4,00:00.0,00:00.0,00:00.0,2,25.09,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France,24,16,0.05
10460,68,Scottish Longbreads,FOLKO,8,00:00.0,00:00.0,00:00.0,1,16.27,Folk och f�_ HB,��kergatan 24,Br�_cke,NULL,S-844 67,Sweden,10,21,0.25
10461,21,Sir Rodney's Scones,LILAS,1,00:00.0,00:00.0,00:00.0,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bol�_var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,8,40,0.25
10462,13,Konbu,CONSH,2,00:00.0,00:00.0,00:00.0,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,NULL,WX1 6LT,UK,4.8,1,0
10463,19,Teatime Chocolate Biscuits,SUPRD,5,00:00.0,00:00.0,00:00.0,3,14.78,Supr̻mes d̩lices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium,7.3,21,0
10464,4,Chef Anton's Cajun Seasoning,FURIB,4,00:00.0,00:00.0,00:00.0,2,89,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,17.6,16,0.2
10465,24,Guaran�� Fant��stica,VAFFE,1,00:00.0,00:00.0,00:00.0,3,145.04,Vaffeljernet,Smagsloget 45,��rhus,NULL,8200,Denmark,3.6,25,0
10466,11,Queso Cabrales,COMMI,4,00:00.0,00:00.0,00:00.0,1,11.93,Com̩rcio Mineiro,Av. dos Lus�_adas 23,Sao Paulo,SP,05432-043,Brazil,16.8,10,0
10467,24,Guaran�� Fant��stica,MAGAA,8,00:00.0,00:00.0,00:00.0,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,NULL,24100,Italy,3.6,28,0
10468,30,Nord-Ost Matjeshering,KOENE,3,00:00.0,00:00.0,00:00.0,3,44.12,K̦niglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,20.7,8,0
10469,2,Chang,WHITC,1,00:00.0,00:00.0,00:00.0,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,15.2,40,0.15
10470,18,Carnarvon Tigers,BONAP,4,00:00.0,00:00.0,00:00.0,2,64.56,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France,50,30,0
10471,7,Uncle Bob's Organic Dried Pears,BSBEV,2,00:00.0,00:00.0,00:00.0,3,45.59,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,24,30,0
10472,24,Guaran�� Fant��stica,SEVES,8,00:00.0,00:00.0,00:00.0,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK,3.6,80,0.05
10473,33,Geitost,ISLAT,1,00:00.0,00:00.0,00:00.0,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,2,12,0
10474,14,Tofu,PERIC,5,00:00.0,00:00.0,00:00.0,2,83.49,Pericles Comidas cl��sicas,Calle Dr. Jorge Cash 321,M̩xico D.F.,NULL,5033,Mexico,18.6,12,0
10475,31,Gorgonzola Telino,SUPRD,9,00:00.0,00:00.0,00:00.0,1,68.52,Supr̻mes d̩lices,Boulevard Tirou 255,Charleroi,NULL,B-6000,Belgium,10,35,0.15
10476,55,P̢t̩ chinois,HILAA,8,00:00.0,00:00.0,00:00.0,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,19.2,2,0.05
10477,1,Chai,PRINI,5,00:00.0,00:00.0,00:00.0,2,13.02,Princesa Isabel Vinhos,Estrada da sa̼de n. 58,Lisboa,NULL,1756,Portugal,14.4,15,0
10478,10,Ikura,VICTE,2,00:00.0,00:00.0,00:00.0,3,4.81,Victuailles en stock,2 rue du Commerce,Lyon,NULL,69004,France,24.8,20,0.05
10479,38,C̫te de Blaye,RATTC,3,00:00.0,00:00.0,00:00.0,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,210.8,30,0
10480,47,Zaanse koeken,FOLIG,6,00:00.0,00:00.0,00:00.0,2,1.35,Folies gourmandes,184 chauss̩e de Tournai,Lille,NULL,59000,France,7.6,30,0
10481,49,Maxilaku,RICAR,8,00:00.0,00:00.0,00:00.0,2,64.33,Ricardo Adocicados,Av. Copacabana 267,Rio de Janeiro,RJ,02389-890,Brazil,16,24,0
10482,40,Boston Crab Meat,LAZYK,1,00:00.0,00:00.0,00:00.0,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA,14.7,10,0
10483,34,Sasquatch Ale,WHITC,7,00:00.0,00:00.0,00:00.0,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,11.2,35,0.05
10484,21,Sir Rodney's Scones,BSBEV,3,00:00.0,00:00.0,00:00.0,3,6.88,B's Beverages,Fauntleroy Circus,London,NULL,EC2 5NT,UK,8,14,0
10485,2,Chang,LINOD,4,00:00.0,00:00.0,00:00.0,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela,15.2,20,0.1
10486,11,Queso Cabrales,HILAA,1,00:00.0,00:00.0,00:00.0,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,16.8,5,0
10487,19,Teatime Chocolate Biscuits,QUEEN,2,00:00.0,00:00.0,00:00.0,2,71.07,Queen Cozinha,Alameda dos Can��rios 891,Sao Paulo,SP,05487-020,Brazil,7.3,5,0
10488,59,Raclette Courdavault,FRANK,8,00:00.0,00:00.0,00:00.0,2,4.93,Frankenversand,Berliner Platz 43,M�_nchen,NULL,80805,Germany,44,30,0
10489,11,Queso Cabrales,PICCO,6,00:00.0,00:00.0,00:00.0,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria,16.8,15,0.25
10490,59,Raclette Courdavault,HILAA,7,00:00.0,00:00.0,00:00.0,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,44,60,0
10491,44,Gula Malacca,FURIB,8,00:00.0,00:00.0,00:00.0,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,NULL,1675,Portugal,15.5,15,0.15
10492,25,NuNuCa Nu��-Nougat-Creme,BOTTM,3,00:00.0,00:00.0,00:00.0,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada,11.2,60,0.05
10493,65,Louisiana Fiery Hot Pepper Sauce,LAMAI,4,00:00.0,00:00.0,00:00.0,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,16.8,15,0.1
10494,56,Gnocchi di nonna Alice,COMMI,4,00:00.0,00:00.0,00:00.0,2,65.99,Com̩rcio Mineiro,Av. dos Lus�_adas 23,Sao Paulo,SP,05432-043,Brazil,30.4,30,0
10495,23,Tunnbr̦d,LAUGB,3,00:00.0,00:00.0,00:00.0,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada,7.2,10,0
10496,31,Gorgonzola Telino,TRADH,7,00:00.0,00:00.0,00:00.0,2,46.77,Tradi̤ao Hipermercados,Av. In̻s de Castro 414,Sao Paulo,SP,05634-030,Brazil,10,20,0.05
10497,56,Gnocchi di nonna Alice,LEHMS,7,00:00.0,00:00.0,00:00.0,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany,30.4,14,0
10498,24,Guaran�� Fant��stica,HILAA,8,00:00.0,00:00.0,00:00.0,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Crist�_bal,T��chira,5022,Venezuela,4.5,14,0
10499,28,R̦ssle Sauerkraut,LILAS,4,00:00.0,00:00.0,00:00.0,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bol�_var #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela,45.6,20,0
10500,15,Genen Shouyu,LAMAI,6,00:00.0,00:00.0,00:00.0,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,NULL,31000,France,15.5,12,0.05
10501,54,Tourti̬re,BLAUS,9,00:00.0,00:00.0,00:00.0,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany,7.45,20,0
10502,45,Rogede sild,PERIC,2,00:00.0,00:00.0,00:00.0,1,69.32,Pericles Comidas cl��sicas,Calle Dr. Jorge Cash 321,M̩xico D.F.,NULL,5033,Mexico,9.5,21,0
10503,14,Tofu,HUNGO,6,00:00.0,00:00.0,00:00.0,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland,23.25,70,0
10504,2,Chang,WHITC,4,00:00.0,00:00.0,00:00.0,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,19,12,0
10505,62,Tarte au sucre,MEREP,3,00:00.0,00:00.0,00:00.0,3,7.13,M̬re Paillarde,43 rue St. Laurent,Montr̩al,Qu̩bec,H1J 1C3,Canada,49.3,3,0
10506,25,NuNuCa Nu��-Nougat-Creme,KOENE,9,00:00.0,00:00.0,00:00.0,2,21.19,K̦niglich Essen,Maubelstr. 90,Brandenburg,NULL,14776,Germany,14,18,0.1
10507,43,Ipoh Coffee,ANTON,7,00:00.0,00:00.0,00:00.0,1,47.45,Antonio Moreno Taquer�_a,Mataderos  2312,M̩xico D.F.,NULL,5023,Mexico,46,15,0.15
10508,13,Konbu,OTTIK,1,00:00.0,00:00.0,00:00.0,2,4.99,Ottilies K�_seladen,Mehrheimerstr. 369,K̦ln,NULL,50739,Germany,6,10,0
10509,28,R̦ssle Sauerkraut,BLAUS,4,00:00.0,00:00.0,00:00.0,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,NULL,68306,Germany,45.6,3,0
10510,29,Th�_ringer Rostbratwurst,SAVEA,6,00:00.0,00:00.0,00:00.0,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,123.79,36,0
10511,4,Chef Anton's Cajun Seasoning,BONAP,4,00:00.0,00:00.0,00:00.0,3,350.64,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France,22,50,0.15
10512,24,Guaran�� Fant��stica,FAMIA,7,00:00.0,00:00.0,00:00.0,2,3.53,Familia Arquibaldo,Rua Or�_s 92,Sao Paulo,SP,05442-030,Brazil,4.5,10,0.15
10513,21,Sir Rodney's Scones,WANDK,7,00:00.0,00:00.0,00:00.0,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,NULL,70563,Germany,10,40,0.2
10514,20,Sir Rodney's Marmalade,ERNSH,3,00:00.0,00:00.0,00:00.0,2,789.95,Ernst Handel,Kirchgasse 6,Graz,NULL,8010,Austria,81,39,0
10515,9,Mishi Kobe Niku,QUICK,2,00:00.0,00:00.0,00:00.0,1,204.47,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,97,16,0.15
10516,18,Carnarvon Tigers,HUNGO,2,00:00.0,00:00.0,00:00.0,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,NULL,Ireland,62.5,25,0.1
10517,52,Filo Mix,NORTS,3,00:00.0,00:00.0,00:00.0,3,32.07,North/South,South House 300 Queensbridge,London,NULL,SW7 1RZ,UK,7,6,0
10518,24,Guaran�� Fant��stica,TORTU,4,00:00.0,00:00.0,00:00.0,2,218.15,Tortuga Restaurante,Avda. Azteca 123,M̩xico D.F.,NULL,5033,Mexico,4.5,5,0
10519,10,Ikura,CHOPS,6,00:00.0,00:00.0,00:00.0,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,NULL,3012,Switzerland,31,16,0.05
10520,24,Guaran�� Fant��stica,SANTG,7,00:00.0,00:00.0,00:00.0,1,13.37,Sant̩ Gourmet,Erling Skakkes gate 78,Stavern,NULL,4110,Norway,4.5,8,0
10521,35,Steeleye Stout,CACTU,8,00:00.0,00:00.0,00:00.0,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,NULL,1010,Argentina,18,3,0
10522,1,Chai,LEHMS,4,00:00.0,00:00.0,00:00.0,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany,18,40,0.2
10523,17,Alice Mutton,SEVES,7,00:00.0,00:00.0,00:00.0,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,NULL,OX15 4NB,UK,39,25,0.1
10524,10,Ikura,BERGS,1,00:00.0,00:00.0,00:00.0,2,244.79,Berglunds snabbk̦p,Berguvsv�_gen  8,Lule̴,NULL,S-958 22,Sweden,31,2,0
10525,36,Inlagd Sill,BONAP,1,00:00.0,00:00.0,00:00.0,2,11.06,Bon app',12 rue des Bouchers,Marseille,NULL,13008,France,19,30,0
10526,1,Chai,WARTH,4,00:00.0,00:00.0,00:00.0,2,58.59,Wartian Herkku,Torikatu 38,Oulu,NULL,90110,Finland,18,8,0.15
10527,4,Chef Anton's Cajun Seasoning,QUICK,7,00:00.0,00:00.0,00:00.0,1,41.9,QUICK-Stop,Taucherstra��e 10,Cunewalde,NULL,1307,Germany,22,50,0.1
10528,11,Queso Cabrales,GREAL,6,00:00.0,00:00.0,00:00.0,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,21,3,0
10529,55,P̢t̩ chinois,MAISD,5,00:00.0,00:00.0,00:00.0,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,NULL,B-1180,Belgium,24,14,0
10530,17,Alice Mutton,PICCO,3,00:00.0,00:00.0,00:00.0,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,NULL,5020,Austria,39,40,0
10531,59,Raclette Courdavault,OCEAN,7,00:00.0,00:00.0,00:00.0,1,8.12,Oc̩ano Atl��ntico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,NULL,1010,Argentina,55,2,0
10532,30,Nord-Ost Matjeshering,EASTC,7,00:00.0,00:00.0,00:00.0,3,74.46,Eastern Connection,35 King George,London,NULL,WX3 6FW,UK,25.89,15,0
10533,4,Chef Anton's Cajun Seasoning,FOLKO,8,00:00.0,00:00.0,00:00.0,1,188.04,Folk och f�_ HB,��kergatan 24,Br�_cke,NULL,S-844 67,Sweden,22,50,0.05
10534,30,Nord-Ost Matjeshering,LEHMS,8,00:00.0,00:00.0,00:00.0,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,NULL,60528,Germany,25.89,10,0
